Record ID,User ID,User Name,Age,Gender,City,Height (cm),Weight (kg),Workout Type,Workout Duration (Minutes),Calories Burned,Steps,Heart Rate (BPM),Resting Heart Rate (BPM),Sleep Hours,Water Intake (Liters),Daily Calories Intake,Workout Frequency,Fitness Level,Activity Date,Age Group,BMI,BMI Category,Sleep Category,Fitness Level Numeric,Fitness Score,Fitness Score Category,User Fitness Rank,Year,Month,Month Name,Day,Day of Week,Is Weekend,Year-Month
R0483,U051,User_051,23,Female,Sialkot,169.6,89.4,Walking,28,131,4765,128,75,8.3,2.2,2551,2,Intermediate,2026-08-08,18-25,31.08034442862229,Obese,More than 8 hours,2,17.47,Low,45,2026,8,August,8,Saturday,True,2026-08
R0304,U072,User_072,19,Male,Sialkot,163.1,50.9,Running,41,419,12285,131,70,6.9,2.8,2189,3,Advanced,2026-04-20,18-25,19.134180224430025,Normal Weight,6-8 hours,3,42.62,Moderate,57,2026,4,April,20,Monday,False,2026-04
R0351,U027,User_027,30,Male,Multan,178.7,83.2,Cycling,51,435,9765,135,76,7.6,3.4,2223,4,Intermediate,2026-03-15,26-35,26.053988749812504,Overweight,6-8 hours,2,45.23,Moderate,23,2026,3,March,15,Sunday,True,2026-03
R0270,U078,User_078,37,Male,Quetta,178.3,69.6,Walking,42,208,6780,114,73,6.9,3.6,2341,3,Beginner,2026-05-14,36-45,21.89306433383903,Normal Weight,6-8 hours,1,27.37,Moderate,30,2026,5,May,14,Thursday,False,2026-05
R0202,U097,User_097,33,Male,Karachi,179.5,93.8,HIIT,35,369,10796,108,66,7.2,2.4,2534,4,Advanced,2026-08-02,26-35,29.112126690512955,Overweight,6-8 hours,3,41.05,Moderate,74,2026,8,August,2,Sunday,True,2026-08
R0162,U075,User_075,37,Female,Rawalpindi,157.7,76.7,Cycling,62,547,8142,157,73,7.3,3.9,2960,5,Advanced,2025-10-24,36-45,30.84125039355768,Obese,6-8 hours,3,50.47,Good,9,2025,10,October,24,Friday,False,2025-10
R0044,U016,User_016,45,Male,Karachi,176.7,64.6,Running,57,634,11529,141,68,6.1,3.0,2342,3,Beginner,2025-11-03,36-45,20.689948944508338,Normal Weight,6-8 hours,1,49.06,Moderate,79,2025,11,November,3,Monday,False,2025-11
R0218,U050,User_050,58,Male,Karachi,178.8,53.8,Walking,42,220,8920,122,61,5.1,3.7,2239,5,Intermediate,2026-01-18,56+,16.828571285577723,Underweight,Less than 6 hours,2,35.25,Moderate,71,2026,1,January,18,Sunday,True,2026-01
R0402,U015,User_015,35,Male,Gujranwala,165.0,68.9,Swimming,60,584,8147,123,65,7.8,3.0,2428,6,Advanced,2026-01-23,26-35,25.30762167125804,Overweight,6-8 hours,3,55.12,Good,27,2026,1,January,23,Friday,False,2026-01
R0191,U008,User_008,28,Female,Quetta,173.3,53.4,HIIT,24,300,7988,139,69,7.9,2.5,2120,5,Intermediate,2025-09-30,26-35,17.780506637889324,Underweight,6-8 hours,2,36.09,Moderate,67,2025,9,September,30,Tuesday,False,2025-09
R0310,U094,User_094,26,Female,Peshawar,170.2,60.4,Weight Training,71,461,12235,157,66,8.5,4.0,2182,6,Advanced,2026-05-31,26-35,20.85056496746069,Normal Weight,More than 8 hours,3,63.26,Good,11,2026,5,May,31,Sunday,True,2026-05
R0260,U072,User_072,19,Male,Sialkot,163.1,50.9,Running,44,463,9621,123,70,5.8,2.7,2715,2,Beginner,2026-08-08,18-25,19.134180224430025,Normal Weight,Less than 6 hours,1,34.35,Moderate,57,2026,8,August,8,Saturday,True,2026-08
R0106,U002,User_002,31,Female,Islamabad,182.1,63.0,Swimming,29,322,10120,123,76,5.5,2.8,2355,5,Advanced,2026-05-19,26-35,18.99855882360924,Normal Weight,Less than 6 hours,3,37.7,Moderate,72,2026,5,May,19,Tuesday,False,2026-05
R0054,U093,User_093,31,Female,Lahore,165.0,73.5,Walking,33,131,9759,127,74,7.8,2.9,2326,3,Beginner,2026-06-15,26-35,26.997245179063363,Overweight,6-8 hours,1,30.32,Moderate,63,2026,6,June,15,Monday,False,2026-06
R0390,U046,User_046,24,Female,Sialkot,152.2,80.9,Running,43,401,6763,132,66,6.6,2.5,2551,7,Advanced,2026-03-21,18-25,34.92361699886553,Obese,6-8 hours,3,45.29,Moderate,88,2026,3,March,21,Saturday,True,2026-03
R0002,U098,User_098,38,Male,Islamabad,169.1,86.4,Weight Training,70,519,9961,138,66,7.3,3.8,2337,5,Professional,2025-12-06,36-45,30.21527333106953,Obese,6-8 hours,4,54.97,Good,38,2025,12,December,6,Saturday,True,2025-12
R0466,U030,User_030,38,Male,Faisalabad,160.6,73.8,Weight Training,84,570,12877,144,65,5.2,4.7,2403,3,Beginner,2026-06-10,36-45,28.613124196467485,Overweight,Less than 6 hours,1,54.69,Good,52,2026,6,June,10,Wednesday,False,2026-06
R0511,U072,User_072,19,Male,Sialkot,163.1,50.9,Cycling,73,739,11549,154,67,7.6,4.5,2149,6,Advanced,2026-08-08,18-25,19.134180224430025,Normal Weight,6-8 hours,3,68.01,Good,57,2026,8,August,8,Saturday,True,2026-08
R0050,U067,User_067,18,Male,Gujranwala,173.5,75.7,HIIT,47,514,10175,118,75,6.3,3.4,2138,5,Advanced,2025-10-22,18-25,25.14762185550914,Overweight,6-8 hours,3,48.2,Moderate,17,2025,10,October,22,Wednesday,False,2025-10
R0420,U007,User_007,50,Male,Multan,159.4,95.8,Weight Training,97,700,9179,143,71,7.4,4.7,2336,3,Beginner,2026-02-20,46-55,37.704125728697164,Obese,6-8 hours,1,57.9,Good,18,2026,2,February,20,Friday,False,2026-02
R0081,U026,User_026,29,Female,Islamabad,174.0,63.6,Walking,58,283,8738,140,75,6.7,3.3,2882,4,Intermediate,2026-04-07,26-35,21.00673801030519,Normal Weight,6-8 hours,2,39.59,Moderate,46,2026,4,April,7,Tuesday,False,2026-04
R0035,U066,User_066,48,Male,Faisalabad,168.0,75.7,Cycling,62,610,10270,118,68,6.5,3.3,2697,3,Intermediate,2026-02-08,46-55,26.82114512471656,Overweight,6-8 hours,2,47.97,Moderate,78,2026,2,February,8,Sunday,True,2026-02
R0431,U025,User_025,18,Male,Rawalpindi,172.2,59.6,Weight Training,72,499,10410,140,65,7.8,3.8,2725,7,Advanced,2025-10-27,18-25,20.099255248401164,Normal Weight,6-8 hours,3,63.26,Good,24,2025,10,October,27,Monday,False,2025-10
R0264,U030,User_030,38,Male,Faisalabad,160.6,73.8,Cardio,43,350,8774,132,72,8.4,2.4,2599,5,Intermediate,2025-10-10,36-45,28.613124196467485,Overweight,More than 8 hours,2,44.06,Moderate,52,2025,10,October,10,Friday,False,2025-10
R0428,U051,User_051,23,Female,Sialkot,169.6,89.4,Cycling,54,420,9212,136,64,6.7,3.5,2871,3,Intermediate,2025-09-19,18-25,31.08034442862229,Obese,6-8 hours,2,39.68,Moderate,45,2025,9,September,19,Friday,False,2025-09
R0499,U092,User_092,55,Female,Sialkot,156.1,72.2,Walking,47,218,7207,114,77,5.1,3.6,2654,2,Beginner,2025-10-11,46-55,29.629982258945528,Overweight,Less than 6 hours,1,23.21,Low,87,2025,10,October,11,Saturday,True,2025-10
R0367,U082,User_082,39,Female,Gujranwala,162.6,67.7,Weight Training,43,264,8746,122,58,7.5,2.0,2816,7,Professional,2026-08-13,36-45,25.606344624331857,Overweight,6-8 hours,4,46.98,Moderate,51,2026,8,August,13,Thursday,False,2026-08
R0092,U001,User_001,35,Male,Multan,169.1,75.0,Weight Training,55,397,6363,140,64,6.3,3.8,2466,5,Advanced,2026-02-02,26-35,26.22853587766452,Overweight,6-8 hours,3,40.08,Moderate,42,2026,2,February,2,Monday,False,2026-02
R0340,U047,User_047,49,Male,Multan,175.2,59.7,Swimming,54,551,9060,131,78,7.8,3.0,2015,4,Beginner,2026-04-10,46-55,19.449396384562462,Normal Weight,6-8 hours,1,47.91,Moderate,39,2026,4,April,10,Friday,False,2026-04
R0501,U050,User_050,58,Male,Karachi,178.8,53.8,Cycling,61,566,8752,128,70,6.5,3.3,2455,4,Intermediate,2026-08-05,56+,16.828571285577723,Underweight,6-8 hours,2,47.16,Moderate,71,2026,8,August,5,Wednesday,False,2026-08
R0053,U027,User_027,30,Male,Multan,178.7,83.2,Walking,31,124,5629,126,75,7.6,3.7,2358,4,Advanced,2025-09-01,26-35,26.053988749812504,Overweight,6-8 hours,3,25.07,Moderate,23,2025,9,September,1,Monday,False,2025-09
R0346,U095,User_095,24,Female,Faisalabad,182.0,72.4,Yoga,45,153,8013,124,70,7.5,2.9,2398,2,Beginner,2026-06-05,18-25,21.857263615505374,Normal Weight,6-8 hours,1,26.61,Moderate,96,2026,6,June,5,Friday,False,2026-06
R0265,U035,User_035,18,Female,Karachi,174.1,68.7,Running,71,805,12841,136,65,8.3,3.9,2858,6,Professional,2025-08-17,18-25,22.665181168038735,Normal Weight,More than 8 hours,4,72.77,Good,1,2025,8,August,17,Sunday,True,2025-08
R0242,U069,User_069,37,Male,Islamabad,158.2,64.9,Running,74,706,12294,148,59,8.2,2.7,2626,5,Beginner,2026-05-09,36-45,25.931744770897634,Overweight,More than 8 hours,1,66.45,Good,48,2026,5,May,9,Saturday,True,2026-05
R0014,U038,User_038,61,Male,Quetta,174.9,84.2,HIIT,37,345,10713,135,60,7.2,3.1,2170,6,Intermediate,2026-06-04,56+,27.525326078677317,Overweight,6-8 hours,2,47.42,Moderate,80,2026,6,June,4,Thursday,False,2026-06
R0316,U097,User_097,33,Male,Karachi,179.5,93.8,HIIT,15,169,5404,97,71,5.4,2.3,2149,3,Intermediate,2026-03-27,26-35,29.112126690512955,Overweight,Less than 6 hours,2,15.04,Low,74,2026,3,March,27,Friday,False,2026-03
R0089,U081,User_081,55,Female,Peshawar,180.4,73.0,HIIT,50,439,9680,128,68,7.7,3.1,2441,6,Professional,2026-06-15,46-55,22.43105982763113,Normal Weight,6-8 hours,4,51.77,Good,14,2026,6,June,15,Monday,False,2026-06
R0388,U023,User_023,34,Male,Lahore,169.5,84.2,Running,42,453,6955,111,74,7.7,2.4,2547,3,Beginner,2026-07-23,26-35,29.307089217810496,Overweight,6-8 hours,1,35.25,Moderate,73,2026,7,July,23,Thursday,False,2026-07
R0274,U089,User_089,45,Female,Lahore,166.7,82.4,Cycling,55,452,9258,112,78,6.1,2.6,2551,1,Beginner,2026-06-02,36-45,29.652137958730997,Overweight,6-8 hours,1,33.13,Moderate,61,2026,6,June,2,Tuesday,False,2026-06
R0167,U024,User_024,31,Male,Faisalabad,158.7,81.4,Running,53,518,8612,146,76,6.8,3.1,2265,1,Beginner,2026-05-08,26-35,32.319940410606186,Obese,6-8 hours,1,34.33,Moderate,81,2026,5,May,8,Friday,False,2026-05
R0329,U031,User_031,55,Female,Sialkot,173.6,91.2,Cycling,65,586,8554,139,72,6.4,3.6,2454,3,Beginner,2025-09-28,46-55,30.26184459215528,Obese,6-8 hours,1,44.73,Moderate,10,2025,9,September,28,Sunday,True,2025-09
R0520,U096,User_096,25,Male,Faisalabad,156.1,79.5,HIIT,41,451,13737,120,78,7.5,3.5,2698,3,Beginner,2026-06-05,18-25,32.62581149011315,Obese,6-8 hours,1,47.12,Moderate,69,2026,6,June,5,Friday,False,2026-06
R0135,U067,User_067,18,Male,Gujranwala,173.5,75.7,Walking,49,297,12014,139,70,6.4,2.6,2186,3,Beginner,2026-06-28,18-25,25.14762185550914,Overweight,6-8 hours,1,40.05,Moderate,17,2026,6,June,28,Sunday,True,2026-06
R0307,U015,User_015,35,Male,Gujranwala,165.0,68.9,Cardio,60,581,7799,129,69,6.1,3.6,2566,2,Beginner,2026-01-12,26-35,25.30762167125804,Overweight,6-8 hours,1,38.22,Moderate,27,2026,1,January,12,Monday,False,2026-01
R0509,U087,User_087,47,Female,Islamabad,145.0,70.4,Weight Training,61,437,9529,148,62,7.6,3.8,2693,7,Professional,2026-04-04,46-55,33.48394768133175,Obese,6-8 hours,4,57.17,Good,70,2026,4,April,4,Saturday,True,2026-04
R0320,U068,User_068,36,Female,Gujranwala,176.8,64.4,Walking,26,136,10855,107,74,8.3,2.4,2322,3,Beginner,2025-09-27,36-45,20.602567514997645,Normal Weight,More than 8 hours,1,31.67,Moderate,94,2025,9,September,27,Saturday,True,2025-09
R0244,U060,User_060,51,Male,Multan,174.7,69.8,Cardio,39,387,11011,115,68,6.8,3.3,2574,3,Intermediate,2026-06-07,46-55,22.870181575480284,Normal Weight,6-8 hours,2,38.83,Moderate,82,2026,6,June,7,Sunday,True,2026-06
R0055,U032,User_032,36,Male,Karachi,173.6,63.1,Yoga,72,267,11413,157,65,7.6,3.4,2178,5,Advanced,2025-08-12,36-45,20.93774554566884,Normal Weight,6-8 hours,3,52.21,Good,26,2025,8,August,12,Tuesday,False,2025-08
R0364,U090,User_090,39,Male,Multan,157.8,66.0,Weight Training,73,515,10857,138,73,5.0,3.2,3044,3,Beginner,2026-08-15,36-45,26.505129947423455,Overweight,Less than 6 hours,1,46.68,Moderate,65,2026,8,August,15,Saturday,True,2026-08
R0051,U096,User_096,25,Male,Faisalabad,156.1,79.5,Walking,45,229,8565,128,74,5.9,2.7,2329,2,Beginner,2025-08-25,18-25,32.62581149011315,Obese,Less than 6 hours,1,26.87,Moderate,69,2025,8,August,25,Monday,False,2025-08
R0481,U094,User_094,26,Female,Peshawar,170.2,60.4,Walking,43,226,6429,123,78,5.9,2.8,2474,1,Beginner,2026-08-01,26-35,20.85056496746069,Normal Weight,Less than 6 hours,1,19.06,Low,11,2026,8,August,1,Saturday,True,2026-08
R0175,U095,User_095,24,Female,Faisalabad,182.0,72.4,Swimming,51,451,6135,111,82,7.1,3.0,2189,1,Beginner,2026-02-20,18-25,21.857263615505374,Normal Weight,6-8 hours,1,28.11,Moderate,96,2026,2,February,20,Friday,False,2026-02
R0446,U081,User_081,55,Female,Peshawar,180.4,71.7,Walking,45,231,9893,132,58,7.1,3.4,2138,7,Professional,2026-02-06,46-55,22.031602597824005,Normal Weight,6-8 hours,4,48.05,Moderate,14,2026,2,February,6,Friday,False,2026-02
R0190,U075,User_075,37,Female,Rawalpindi,157.7,76.7,Cardio,62,580,13741,128,65,7.0,3.2,2449,3,Beginner,2026-03-22,36-45,30.84125039355768,Obese,6-8 hours,1,54.44,Good,9,2026,3,March,22,Sunday,True,2026-03
R0464,U062,User_062,30,Male,Faisalabad,170.7,67.2,Running,44,411,8299,128,67,6.6,2.9,2429,5,Intermediate,2026-01-01,26-35,23.062279479822056,Normal Weight,6-8 hours,2,41.94,Moderate,47,2026,1,January,1,Thursday,False,2026-01
R0188,U066,User_066,48,Male,Faisalabad,168.0,75.7,Walking,38,201,10091,104,71,5.0,2.9,2685,3,Intermediate,2026-02-24,46-55,26.82114512471656,Overweight,Less than 6 hours,2,29.16,Moderate,78,2026,2,February,24,Tuesday,False,2026-02
R0476,U001,User_001,35,Male,Multan,169.1,75.0,Cycling,57,449,8661,118,71,7.0,3.3,2724,2,Beginner,2026-07-13,26-35,26.22853587766452,Overweight,6-8 hours,1,37.27,Moderate,42,2026,7,July,13,Monday,False,2026-07
R0170,U003,User_003,35,Female,Peshawar,166.6,73.0,Walking,15,80,6069,93,75,7.0,2.8,2191,2,Beginner,2026-08-12,26-35,26.301036621131047,Overweight,6-8 hours,1,13.36,Low,28,2026,8,August,12,Wednesday,False,2026-08
R0059,U019,User_019,30,Male,Rawalpindi,170.6,77.4,Cycling,67,616,10493,153,66,6.3,3.5,2533,6,Advanced,2025-08-01,26-35,26.593953620694634,Overweight,6-8 hours,3,59.36,Good,20,2025,8,August,1,Friday,False,2025-08
R0475,U018,User_018,30,Male,Sialkot,157.8,84.7,HIIT,27,333,11331,116,68,7.8,2.2,2561,5,Advanced,2025-10-02,26-35,34.0149167658601,Obese,6-8 hours,3,43.61,Moderate,3,2025,10,October,2,Thursday,False,2025-10
R0049,U025,User_025,18,Male,Rawalpindi,172.2,59.6,Weight Training,57,424,9542,124,74,7.8,3.1,2640,2,Beginner,2026-04-06,18-25,20.099255248401164,Normal Weight,6-8 hours,1,39.6,Moderate,24,2026,4,April,6,Monday,False,2026-04
R0345,U027,User_027,30,Male,Multan,178.7,83.2,HIIT,44,469,9785,114,73,8.7,2.3,2955,2,Beginner,2026-05-15,26-35,26.053988749812504,Overweight,More than 8 hours,1,39.68,Moderate,23,2026,5,May,15,Friday,False,2026-05
R0236,U024,User_024,31,Male,Faisalabad,158.7,81.4,Cardio,54,413,10377,122,70,7.3,3.0,2598,2,Intermediate,2026-07-21,26-35,32.319940410606186,Obese,6-8 hours,2,39.32,Moderate,81,2026,7,July,21,Tuesday,False,2026-07
R0253,U001,User_001,35,Male,Multan,169.1,75.0,Yoga,80,319,6332,140,70,7.4,4.1,2525,5,Intermediate,2026-01-22,26-35,26.22853587766452,Overweight,6-8 hours,2,45.7,Moderate,42,2026,1,January,22,Thursday,False,2026-01
R0022,U029,User_029,35,Female,Islamabad,156.6,71.7,Running,48,598,6176,127,74,7.1,2.6,2714,2,Beginner,2026-06-22,26-35,29.237190685202318,Overweight,6-8 hours,1,34.55,Moderate,55,2026,6,June,22,Monday,False,2026-06
R0314,U038,User_038,61,Male,Quetta,174.9,84.2,HIIT,36,414,8788,138,68,6.5,3.8,2411,5,Advanced,2026-02-27,56+,27.525326078677317,Overweight,6-8 hours,3,40.89,Moderate,80,2026,2,February,27,Friday,False,2026-02
R0460,U087,User_087,47,Female,Islamabad,145.0,70.4,Walking,29,135,9066,113,68,8.7,2.8,2056,3,Beginner,2026-07-09,46-55,33.48394768133175,Obese,More than 8 hours,1,29.72,Moderate,70,2026,7,July,9,Thursday,False,2026-07
R0161,U094,User_094,26,Female,Peshawar,170.2,60.4,Running,47,535,5120,146,77,7.8,2.9,2462,4,Intermediate,2026-08-08,26-35,20.85056496746069,Normal Weight,6-8 hours,2,38.62,Moderate,11,2026,8,August,8,Saturday,True,2026-08
R0277,U018,User_018,30,Male,Sialkot,157.8,84.7,Weight Training,90,605,12199,165,61,7.2,4.3,2839,6,Professional,2026-03-06,26-35,34.0149167658601,Obese,6-8 hours,4,69.08,Good,3,2026,3,March,6,Friday,False,2026-03
R0444,U049,User_049,40,Male,Lahore,164.8,56.9,Swimming,45,427,9858,139,66,8.3,3.7,2312,4,Beginner,2025-11-14,36-45,20.950666886605706,Normal Weight,More than 8 hours,1,44.97,Moderate,53,2025,11,November,14,Friday,False,2025-11
R0192,U026,User_026,29,Female,Islamabad,174.0,63.6,Cycling,69,659,6648,138,66,6.4,4.0,2718,4,Advanced,2026-06-03,26-35,21.00673801030519,Normal Weight,6-8 hours,3,47.34,Moderate,46,2026,6,June,3,Wednesday,False,2026-06
R0386,U086,User_086,43,Male,Multan,168.5,95.0,Yoga,61,181,11258,152,65,7.1,3.5,2436,4,Intermediate,2025-10-13,36-45,33.45983499018217,Obese,6-8 hours,2,43.01,Moderate,75,2025,10,October,13,Monday,False,2025-10
R0294,U078,User_078,37,Male,Quetta,178.3,69.6,Cycling,68,610,11501,135,65,7.8,4.1,2481,4,Advanced,2026-07-12,36-45,21.89306433383903,Normal Weight,6-8 hours,3,57.15,Good,30,2026,7,July,12,Sunday,True,2026-07
R0414,U063,User_063,43,Female,Peshawar,163.0,78.2,Weight Training,80,607,9791,140,56,5.3,4.0,2823,3,Beginner,2025-08-19,36-45,29.43279762128797,Overweight,Less than 6 hours,1,49.18,Moderate,54,2025,8,August,19,Tuesday,False,2025-08
R0492,U010,User_010,28,Female,Quetta,175.4,45.0,Weight Training,75,520,11890,131,66,5.7,4.4,2656,6,Intermediate,2025-10-08,26-35,14.62693514351949,Underweight,Less than 6 hours,2,60.35,Good,15,2025,10,October,8,Wednesday,False,2025-10
R0344,U002,User_002,31,Female,Islamabad,182.1,63.0,Cycling,48,468,7507,122,65,6.7,3.1,2283,4,Beginner,2026-07-18,26-35,18.99855882360924,Normal Weight,6-8 hours,1,39.7,Moderate,72,2026,7,July,18,Saturday,True,2026-07
R0258,U064,User_064,20,Male,Faisalabad,176.7,63.5,HIIT,28,294,3651,118,73,7.6,3.2,2827,1,Beginner,2025-10-22,18-25,20.33764331232631,Normal Weight,6-8 hours,1,15.04,Low,64,2025,10,October,22,Wednesday,False,2025-10
R0309,U033,User_033,37,Male,Gujranwala,173.6,80.2,Walking,55,297,11483,127,73,6.3,3.3,2586,3,Beginner,2025-08-12,36-45,26.611841406697955,Overweight,6-8 hours,1,40.3,Moderate,62,2025,8,August,12,Tuesday,False,2025-08
R0150,U059,User_059,24,Male,Faisalabad,188.3,86.6,Weight Training,49,344,9166,150,57,6.2,2.3,2840,6,Advanced,2025-09-11,18-25,24.42402590864568,Normal Weight,6-8 hours,3,45.66,Moderate,85,2025,9,September,11,Thursday,False,2025-09
R0131,U084,User_084,41,Male,Karachi,176.0,59.6,Running,67,716,12734,131,65,7.5,3.4,2695,6,Professional,2026-06-17,36-45,19.240702479338843,Normal Weight,6-8 hours,4,68.04,Good,60,2026,6,June,17,Wednesday,False,2026-06
R0152,U059,User_059,24,Male,Faisalabad,188.3,86.6,Weight Training,56,389,9106,140,69,5.7,3.8,2439,3,Intermediate,2026-05-05,18-25,24.42402590864568,Normal Weight,Less than 6 hours,2,37.48,Moderate,85,2026,5,May,5,Tuesday,False,2026-05
R0360,U047,User_047,49,Male,Multan,175.2,59.7,Cardio,25,236,8597,128,75,6.8,2.4,2279,5,Intermediate,2026-05-20,46-55,19.449396384562462,Normal Weight,6-8 hours,2,33.97,Moderate,39,2026,5,May,20,Wednesday,False,2026-05
R0100,U014,User_014,40,Male,Quetta,155.4,62.7,Running,54,523,7343,107,62,6.9,3.8,2380,3,Intermediate,2026-02-01,36-45,25.963636002246037,Overweight,6-8 hours,2,39.19,Moderate,36,2026,2,February,1,Sunday,True,2026-02
R0373,U100,User_100,43,Male,Multan,173.2,60.5,Walking,37,202,11586,119,64,7.3,2.7,2760,2,Beginner,2026-06-09,36-45,20.167849847191036,Normal Weight,6-8 hours,1,32.24,Moderate,84,2026,6,June,9,Tuesday,False,2026-06
R0088,U061,User_061,25,Male,Islamabad,150.8,59.6,HIIT,18,181,8869,116,76,9.0,2.1,2280,2,Beginner,2025-12-03,18-25,26.208585158553145,Overweight,More than 8 hours,1,25.14,Moderate,22,2025,12,December,3,Wednesday,False,2025-12
R0459,U094,User_094,26,Female,Peshawar,170.2,60.4,HIIT,63,697,11871,153,59,7.5,3.4,2105,6,Advanced,2026-02-11,26-35,20.85056496746069,Normal Weight,6-8 hours,3,65.04,Good,11,2026,2,February,11,Wednesday,False,2026-02
R0331,U100,User_100,43,Male,Multan,173.2,60.5,HIIT,50,491,6274,106,75,9.2,2.7,2244,1,Beginner,2026-07-01,36-45,20.167849847191036,Normal Weight,More than 8 hours,1,32.68,Moderate,84,2026,7,July,1,Wednesday,False,2026-07
R0215,U003,User_003,35,Female,Peshawar,166.6,73.0,Weight Training,68,549,9363,128,75,6.3,3.9,2218,3,Beginner,2026-06-26,26-35,26.301036621131047,Overweight,6-8 hours,1,45.81,Moderate,28,2026,6,June,26,Friday,False,2026-06
R0467,U029,User_029,32,Female,Islamabad,156.6,71.7,Weight Training,72,469,12570,160,67,8.2,3.7,2459,6,Advanced,2025-12-24,26-35,29.237190685202318,Overweight,More than 8 hours,3,63.81,Good,55,2025,12,December,24,Wednesday,False,2025-12
R0122,U039,User_039,32,Female,Lahore,166.2,91.6,Yoga,24,93,7484,121,70,6.2,3.1,2271,3,Intermediate,2026-04-19,26-35,33.161444101245216,Obese,6-8 hours,2,20.38,Low,90,2026,4,April,19,Sunday,True,2026-04
R0021,U005,User_005,32,Male,Gujranwala,174.6,73.7,Walking,22,128,8979,102,82,7.0,2.6,2799,1,Beginner,2025-10-10,26-35,24.175697290091314,Normal Weight,6-8 hours,1,18.23,Low,59,2025,10,October,10,Friday,False,2025-10
R0072,U090,User_090,39,Male,Multan,157.8,66.0,Running,55,614,10836,131,70,6.1,3.4,2435,3,Intermediate,2026-04-08,36-45,26.505129947423455,Overweight,6-8 hours,2,46.82,Moderate,65,2026,4,April,8,Wednesday,False,2026-04
R0107,U026,User_026,29,Female,Islamabad,174.0,63.6,HIIT,39,371,8310,128,71,6.2,2.4,2112,3,Intermediate,2025-09-17,26-35,21.00673801030519,Normal Weight,6-8 hours,2,32.45,Moderate,46,2025,9,September,17,Wednesday,False,2025-09
R0271,U026,User_026,29,Female,Islamabad,174.0,63.6,HIIT,47,449,8182,122,65,7.6,3.1,2287,3,Intermediate,2026-06-12,26-35,21.00673801030519,Normal Weight,6-8 hours,2,38.4,Moderate,46,2026,6,June,12,Friday,False,2026-06
R0436,U033,User_033,37,Male,Gujranwala,173.6,80.2,Walking,45,219,12007,125,65,7.0,3.2,2902,5,Intermediate,2025-12-18,36-45,26.611841406697955,Overweight,6-8 hours,2,44.8,Moderate,62,2025,12,December,18,Thursday,False,2025-12
R0103,U087,User_087,47,Female,Islamabad,145.0,70.4,Cardio,44,394,9292,119,70,8.6,3.0,2141,4,Beginner,2026-04-22,46-55,33.48394768133175,Obese,More than 8 hours,1,43.37,Moderate,70,2026,4,April,22,Wednesday,False,2026-04
